post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47722566,DOJ wants to scrap Watergate-era rule that makes presidential records public,worldnews,261,69,,2026-04-14 13:08:18.768929,0.2633587786259542,True
47718694,"""Negative"" views of Broadcom driving VMware migrations, rival says",worldnews,76,39,,2026-04-14 13:08:32.055485,0.5064935064935064,False
47711623,Mexico's President Sheinbaum Decrees Universal Healthcare for 120M,worldnews,61,32,,2026-04-14 13:09:11.998935,0.5161290322580645,False
47761825,Roblox devs now need a subscription to share their games freely,sports,31,10,,2026-04-14 13:09:21.784363,0.3125,False
47753472,Nothing Ever Happens: Polymarket bot that always buys No on non-sports markets,sports,406,223,,2026-04-14 13:09:28.662551,0.547911547911548,True
47741460,How long-distance couples use digital games to facilitate intimacy (2025),sports,128,38,,2026-04-14 13:10:19.837788,0.29457364341085274,False
47749295,Show HN: Equirect – a Rust VR video player,sports,11,1,,2026-04-14 13:10:59.302838,0.08333333333333333,False
47698455,Starfling: A one-tap endless orbital slingshot game in a single HTML file,sports,623,152,,2026-04-14 13:10:59.969361,0.24358974358974358,True
47698111,Bevy game development tutorials and in-depth resources,sports,138,68,,2026-04-14 13:11:17.722785,0.4892086330935252,False
47747248,"Haunt, the 70s text adventure game, is now playable on a website",sports,82,26,,2026-04-14 13:11:19.777148,0.3132530120481928,False
47713495,Team from ETH Zurich make high quality quantum swap gate using a geometric phase,sports,237,56,,2026-04-14 13:11:25.247917,0.23529411764705882,True
47689165,"Show HN: I pipe free sports streams into Jellyfin – no ads, just HLS",sports,120,36,,2026-04-14 13:13:25.247582,0.2975206611570248,False
47704430,Can It Resolve Doom? Game Engine in 2k DNS Records,sports,10,2,,2026-04-14 13:13:57.936815,0.18181818181818182,False
47723243,Combining spicy foods with mint boosts anti-inflammatory effects 100x or more,sports,87,49,,2026-04-14 13:14:04.056033,0.5568181818181818,False
47717514,"Inflation Rose to 3.3% in March, Driven by Rising Fuel Costs",sports,63,3,,2026-04-14 13:14:29.131167,0.046875,False
47730916,QB64 Tutorial A beginner's introduction to game programming,sports,7,0,,2026-04-14 13:15:01.754345,0.0,False
47738343,The Physics of GPS,science,160,35,,2026-04-14 13:16:32.766893,0.21739130434782608,True
47701769,The Bra-and-Girdle Maker That Fashioned the Impossible for NASA,science,134,19,,2026-04-14 13:17:29.230748,0.14074074074074075,False
47759281,NASA Moon Base User's Guide [pdf],science,6,1,,2026-04-14 13:17:38.282669,0.14285714285714285,False
47708818,Native Instant Space Switching on macOS,science,642,326,,2026-04-14 13:17:45.128949,0.5069984447900466,True
47728323,Relics of the Heroic Age of Manned Space Flight,science,20,1,,2026-04-14 13:18:00.112794,0.047619047619047616,False
47745543,New metal with triple copper's heat conduction challenges fundamental physics,science,29,12,,2026-04-14 13:18:15.333103,0.4,False
47733222,Show HN: Bitcoin and Quantum Computing – a three-part research series,science,6,1,,2026-04-14 13:20:34.715716,0.14285714285714285,False
47756569,"Show HN: Ithihāsas – a character explorer for Hindu epics, built in a few hours",entertainment,145,35,,2026-04-14 13:21:28.311788,0.23972602739726026,False
47757552,Show HN: Continual Learning with .md,entertainment,24,20,,2026-04-14 13:21:40.759601,0.8,False
47742200,Show HN: boringBar – a taskbar-style dock replacement for macOS,entertainment,505,287,,2026-04-14 13:21:58.051861,0.567193675889328,True
47758453,Your Favorite Movies Were CIA Propaganda [video],entertainment,28,1,,2026-04-14 13:22:05.595205,0.034482758620689655,False
47724352,Filing the corners off my MacBooks,entertainment,1394,668,,2026-04-14 13:22:08.306083,0.47885304659498207,True
47741393,Textbooks and Methods of Note-Taking in Early Modern Europe (2008),entertainment,53,0,,2026-04-14 13:22:15.921864,0.0,False
47739174,Show HN: Oberon System 3 runs natively on Raspberry Pi 3 (with ready SD card),entertainment,237,95,,2026-04-14 13:22:22.856280,0.39915966386554624,True
47758287,Dear Master (an open letter from an early Facebook employee),entertainment,13,1,,2026-04-14 13:23:06.438438,0.07142857142857142,False
47733066,New synthesis of astronomical measurements shows Hubble tension is real,entertainment,75,14,,2026-04-14 13:23:25.009651,0.18421052631578946,False
47721997,Show HN: FluidCAD – Parametric CAD with JavaScript,entertainment,155,37,,2026-04-14 13:23:31.834941,0.23717948717948717,True
47745300,Show HN: A social feed with no strangers,entertainment,9,5,,2026-04-14 13:23:48.303553,0.5,False
47722011,Show HN: A WYSIWYG word processor in Python,entertainment,90,39,,2026-04-14 13:23:55.222620,0.42857142857142855,False
47705413,Show HN: I built a Cargo-like build tool for C/C++,entertainment,176,168,,2026-04-14 13:23:59.980816,0.9491525423728814,True
47702647,"Launch HN: Relvy (YC F24) – On-call runbooks, automated",entertainment,48,25,,2026-04-14 13:24:06.842150,0.5102040816326531,False
47721255,Show HN: Eve – Managed OpenClaw for work,entertainment,71,39,,2026-04-14 13:24:08.877626,0.5416666666666666,False
47699470,The Life and Death of the Book Review,entertainment,30,7,,2026-04-14 13:24:13.011873,0.22580645161290322,False
47730522,Show HN: Waffle – Native macOS terminal that auto-tiles sessions into a grid,entertainment,40,20,,2026-04-14 13:24:14.387580,0.4878048780487805,False
47715339,Show HN: Keeper – embedded secret store for Go (help me break it),entertainment,63,33,,2026-04-14 13:24:50.086373,0.515625,False
47736071,The Universal Standard Book Number,entertainment,13,4,,2026-04-14 13:24:50.768257,0.2857142857142857,False
47694036,Show HN: Orange Juice – Small UX improvements that make HN easier to read,entertainment,147,158,,2026-04-14 13:25:10.162630,1.0675675675675675,False
47690797,Show HN: Go-Bt: Minimalist Behavior Trees for Go,entertainment,62,12,,2026-04-14 13:25:21.185367,0.19047619047619047,False
47696562,Show HN: Is Hormuz open yet?,entertainment,482,209,,2026-04-14 13:25:25.230126,0.432712215320911,True
47733479,Show HN: A Better Internet,entertainment,10,3,,2026-04-14 13:25:28.617812,0.2727272727272727,False
47710835,"Show HN: Rust based eBook library for Python, with MIT license",entertainment,33,3,,2026-04-14 13:25:29.312617,0.08823529411764706,False
